121.56	81	1
127.57	113.46	1
95.47	116.82	1
64.12	94.83	1
55.55	77.42	1
87	36.76	1
119.85	119.06	1
60.72	116.61	1
66.55	102.45	1
99.41	123.48	1
119.27	41.76	1
72.17	36.66	1
50.95	91.82	1
124.69	88.19	1
79.57	124.06	1
93.75	90.28	1
102.85	76.72	1
110.37	35.65	1
48.5	96.02	1
69.58	43.79	1
94.54	121.66	1
55.26	111.04	1
68.23	119.81	1
120.88	91.78	1
77.41	123.67	1
82.73	124.04	1
112.98	81.39	1
72.4	112.04	1
74.11	45.66	1
59.95	60.26	1
56.12	45.52	1
121.35	44.78	1
86.84	112.57	1
77.7	120.7	1
91.21	116.9	1
61.92	101.19	1
60.96	51.13	1
130.19	105.75	1
97.47	36.77	1
113.73	44.34	1
97.54	41.84	1
112.78	75.33	1
112.14	80.02	1
99.33	125.02	1
105.47	87.91	1
67.61	42.78	1
73.84	120.94	1
76.85	33.68	1
131.04	95.67	1
61.12	71.34	1
92.37	116.99	1
47.89	88.98	1
123.07	117.29	1
96.93	119.23	1
80.5	110.5	1
85.79	119.76	1
117.36	52.52	1
75.61	39.49	1
69.02	122.04	1
59.73	55.17	1
81.3	43.24	1
114.84	45.19	1
56.1	48.58	1
125.4	47.72	1
47.87	71.24	1
45.9	83.65	1
124.76	124.58	1
124.4	79.03	1
88.91	75.04	1
55.02	98.78	1
118.63	116.65	1
110.53	96.35	1
72.58	123.3	1
70.75	44.85	1
94.56	127.82	1
110.29	42.58	1
124.62	107.41	1
58.96	96.35	1
80.14	33.77	1
52.32	52.72	1
74.27	40.13	1
127.15	110.82	1
68.99	41.72	1
99.81	39.14	1
117.72	85.34	1
53.09	76.61	1
67.65	96.06	1
61.53	76.9	1
115.37	58.4	1
81.23	128.63	1
58.77	45.61	1
107.39	84.53	1
84.31	119.65	1
52.36	85.28	1
92.87	115.22	1
127.52	114.99	1
73.53	107.85	1
120.91	48.55	1
99.84	111.84	1
45.97	75.5	1
126.58	54.2	1
87.69	127.79	1
94.06	124.46	1
